iter	Logloss
514	0.009594512839
515	0.009575866678
516	0.009563180261
517	0.009541839706
518	0.009485452258
519	0.009456901236
520	0.009436781532
521	0.009425306993
522	0.009378856441
523	0.009326550173
524	0.009288921579
525	0.009273449036
526	0.009230250591
527	0.009205916592
528	0.009173838568
529	0.009160375175
530	0.009148986122
531	0.00911839823
532	0.009079889927
533	0.009069269293
534	0.009011725799
535	0.009001977361
536	0.008977483746
537	0.008966122469
538	0.008931834815
539	0.008888469882
540	0.008878324604
541	0.008855820767
542	0.008807396365
543	0.008779934592
544	0.008746499079
545	0.008715819552
546	0.008687522944
547	0.00862260384
548	0.008596918862
549	0.008570967198
550	0.008551135739
551	0.008533665503
552	0.008516618532
553	0.00850503077
554	0.008466936901
555	0.008441479902
556	0.008432201414
557	0.008403137547
558	0.008364701896
559	0.008332959382
560	0.008275702372
561	0.008252986768
562	0.008239562717
563	0.00821940001
564	0.008208714719
565	0.008183612785
566	0.008162245749
567	0.008149042672
568	0.008134605546
569	0.008095783826
570	0.008068581492
571	0.008039986935
572	0.007995103204
573	0.007971845726
574	0.007941521094
575	0.007900914583
576	0.007866767308
577	0.007848492921
578	0.007811391972
579	0.007801673805
580	0.007783362025
581	0.007744008012
582	0.007722267047
583	0.007699917465
584	0.00769296666
585	0.007683712035
586	0.007650541191
587	0.007612529377
588	0.00759355759
589	0.007581371356
590	0.007562226126
591	0.007543037333
592	0.007514060983
593	0.007506588114
594	0.007498292616
595	0.007464543583
596	0.007415464626
597	0.007382935311
598	0.007359936491
599	0.007332409445
600	0.00730201563
601	0.007285024148
602	0.007276614988
603	0.007252089766
604	0.007234620376
605	0.007215571506
606	0.007208051767
607	0.007182776655
608	0.007154972899
609	0.007120176633
610	0.007092320117
611	0.007084008147
612	0.007047505185
613	0.007039252711
614	0.007019727532
615	0.006993490388
616	0.006978089224
617	0.006951450186
618	0.006926595805
619	0.006905264427
620	0.006879649843
621	0.006834194286
622	0.006806582042
623	0.006791468108
624	0.006780690805
625	0.006770662074
626	0.006739933169
627	0.006712437719
628	0.006705522396
629	0.006685028574
630	0.006678194856
631	0.006668829946
632	0.006659856358
633	0.006649013806
634	0.00663199507
635	0.006623259737
636	0.006589149762
637	0.006561711976
638	0.006543518955
639	0.006512458017
640	0.006502347512
641	0.00648329264
642	0.0064535488
643	0.006432242563
644	0.006411226289
645	0.006396627794
646	0.006389512004
647	0.006365210922
648	0.006343078952
649	0.006322712794
650	0.006304389053
651	0.006297577452
652	0.00627570314
653	0.006253231764
654	0.006230700767
655	0.006224570896
656	0.006219118579
657	0.0061981698
658	0.006175309701
659	0.006167105081
660	0.006148397182
661	0.006135644332
662	0.006128617128
663	0.006121034949
664	0.006097320876
665	0.006077993261
666	0.006064405577
667	0.006048398373
668	0.006024393351
669	0.006018192748
670	0.005992028433
671	0.005980016427
672	0.005972824005
673	0.005951861766
674	0.005940169406
675	0.005931715717
676	0.005920281333
677	0.005892028212
678	0.005869318208
679	0.005845757284
680	0.005836490806
681	0.0058218144
682	0.005796883773
683	0.005758871457
684	0.00574556221
685	0.005724977996
686	0.005712448463
687	0.005696674541
688	0.005680015449
689	0.005653899114
690	0.005642225916
691	0.005634511217
692	0.005609681341
693	0.005604587797
694	0.005581867496
695	0.005581867934
696	0.005559359977
697	0.005545396563
698	0.005533579801
699	0.005513500281
700	0.005502965999
701	0.005488973556
702	0.005475865447
703	0.00545157748
704	0.005428715227
705	0.005398084371
706	0.005390067264
707	0.005373541905
708	0.00537354524
709	0.005353605183
710	0.00534913564
711	0.005337291501
712	0.005318238329
713	0.005299249821
714	0.005288549411
715	0.005277063144
716	0.00526956971
717	0.005252184442
718	0.005243266809
719	0.005229903116
720	0.00521236901
721	0.005206046476
722	0.005188893565
723	0.005181665572
724	0.005163145177
725	0.00514470195
726	0.005142755679
727	0.005130785933
728	0.005119380286
729	0.005097188784
730	0.005077922054
731	0.005049291985
732	0.005022256729
733	0.00499742166
734	0.004988963386
735	0.004972442804
736	0.004957765961
737	0.004934001387
738	0.004931651297
739	0.004919555655
740	0.004919545102
741	0.004910664134
742	0.004897741824
743	0.00488475962
744	0.00487645523
745	0.00487645523
746	0.004876439245
747	0.004876439245
748	0.00487641288
749	0.004869068079
750	0.004853498549
751	0.004842846952
752	0.004842864436
753	0.004815886648
754	0.004815886648
755	0.004815881071
756	0.004815881071
757	0.004786813169
758	0.004760399178
759	0.004743734387
760	0.004743709392
761	0.004731620706
762	0.004721308676
763	0.004705953546
764	0.004705953546
765	0.004687598666
766	0.004687598666
767	0.004683264488
768	0.004683254309
769	0.004683264296
770	0.00468321635
771	0.0046831899
772	0.004683158157
773	0.004683133345
774	0.004683127511
775	0.004683107382
776	0.004678847487
777	0.004678847487
778	0.004678847487
779	0.004662932673
780	0.004662932673
781	0.004655011595
782	0.004654986918
783	0.004648783622
784	0.004648789815
785	0.004622803669
786	0.004622797498
787	0.004622782531
788	0.004622768598
789	0.004607767332
790	0.004607753797
791	0.004590467125
792	0.004590454121
793	0.004590450122
794	0.004590448187
795	0.004590413426
796	0.004570854541
797	0.004570839625
798	0.004570820125
799	0.004570819217
800	0.004570755443
801	0.004567441028
802	0.004553032376
803	0.004553016292
804	0.004543833043
805	0.004543802007
806	0.004543803719
807	0.004530144651
808	0.004530140837
809	0.004530142764
810	0.004530119569
811	0.004517526229
812	0.004503775814
813	0.004485221447
814	0.00448519097
815	0.004485191902
816	0.004485199302
817	0.004480008428
818	0.004479998565
819	0.004479996726
820	0.004479996726
821	0.004469578408
822	0.004469563948
823	0.00446956218
824	0.004469546121
825	0.00445440559
826	0.004450225851
827	0.004450229606
828	0.004450219029
829	0.004450211361
830	0.004450203778
831	0.004450206281
832	0.004450116545
833	0.004450108001
834	0.00444147805
835	0.00444147568
836	0.004441448662
837	0.004441447132
838	0.004441427994
839	0.004441434858
840	0.00444142987
841	0.004441412365
842	0.004441391742
843	0.004441396383
844	0.004441385343
845	0.004435024173
846	0.004435011601
847	0.00441793834
848	0.004417948242
849	0.004417910919
850	0.004417897132
851	0.004417864733
852	0.004417867724
853	0.004410432911
854	0.004410341519
855	0.004410322623
856	0.004410315402
857	0.004410294822
858	0.004410284103
859	0.004410284826
860	0.004410283061
861	0.004410266989
862	0.004410264036
863	0.004410262962
864	0.004403240108
865	0.004403221723
866	0.004403210555
867	0.004403218176
868	0.004399286704
869	0.00439928008
870	0.004399277712
871	0.004399275202
872	0.004399284026
873	0.004399284026
874	0.004386720172
875	0.004386723356
876	0.004386724223
877	0.004386714142
878	0.004375617221
879	0.004362113244
880	0.004354410642
881	0.004354392432
882	0.004354381045
883	0.004354395024
884	0.004354381151
885	0.004354378095
886	0.004354382202
887	0.004354378291
888	0.004354371069
889	0.00435435145
890	0.004354359056
891	0.004354359056
892	0.004354334552
893	0.004354340518
894	0.004354330285
895	0.004354338366
896	0.004354319528
897	0.004333016274
898	0.004333014631
899	0.004323243855
900	0.004323221969
901	0.004323135614
902	0.004323116579
903	0.004323004698
904	0.004323009575
905	0.004318641837
906	0.004312846709
907	0.004301326594
908	0.004301308014
909	0.004301305735
910	0.004301311728
911	0.004301308232
912	0.004301308039
913	0.004296653887
914	0.004284550203
915	0.004284544413
916	0.004271218036
917	0.004267119712
918	0.004267099441
919	0.004260823568
920	0.00424949576
921	0.00422832363
922	0.004217695612
923	0.004217673492
924	0.004217678922
925	0.004217680524
926	0.004212826167
927	0.004212826167
928	0.00420392309
929	0.004203913439
930	0.004203887224
931	0.004203871222
932	0.004203846332
933	0.004203847881
934	0.004196332449
935	0.004189924764
936	0.004189919222
937	0.004189906304
938	0.004178360448
939	0.004164343751
940	0.004164343621
941	0.004164335531
942	0.004149481015
943	0.004149474946
944	0.004149472957
945	0.004149475345
946	0.004149472456
947	0.004144496382
948	0.004137754054
949	0.004137749603
950	0.004137726542
951	0.004137704592
952	0.004137696913
953	0.004137678257
954	0.004137678257
955	0.004137678257
956	0.004137670286
957	0.004132525933
958	0.004117011181
959	0.004116992655
960	0.00411694515
961	0.004116948138
962	0.004116908033
963	0.004116898984
964	0.004116873567
965	0.004116869591
966	0.004116854783
967	0.004116840416
968	0.004116836873
969	0.004116826543
970	0.004116820449
971	0.00411681106
972	0.004116805588
973	0.004110846676
974	0.004103411695
975	0.004103414903
976	0.00410340911
977	0.004103397344
978	0.004103383309
979	0.00410337612
980	0.004103363145
981	0.004088724088
982	0.004088728606
983	0.004088707994
984	0.00408868651
985	0.004088698993
986	0.004088669042
987	0.004088680729
988	0.004088669195
989	0.004088681877
990	0.004088658949
991	0.004088653208
992	0.004088642956
993	0.004088661874
994	0.00408864275
995	0.004088633323
996	0.00408861675
997	0.004088612432
998	0.004088592332
999	0.004088605017
