iter	Logloss
0	0.6254981449
1	0.5621783915
2	0.5142575074
3	0.4635103159
4	0.4241128799
5	0.3970580368
6	0.3711089928
7	0.3408810486
8	0.3183707204
9	0.2962200617
10	0.2789586894
11	0.2651369188
12	0.250798514
13	0.2372008251
14	0.2272322583
15	0.2201764469
16	0.210333362
17	0.2017317096
18	0.1946381965
19	0.186430217
20	0.1776553554
21	0.1721728523
22	0.1663229937
23	0.1613847813
24	0.1573019678
25	0.152992839
26	0.14971407
27	0.1467128611
28	0.1436928596
29	0.1409934199
30	0.137408053
31	0.1351477863
32	0.1326950864
33	0.1308768598
34	0.1286947982
35	0.1262948968
36	0.1247335295
37	0.1221412043
38	0.1203074478
39	0.1185510807
40	0.1164612552
41	0.1150867016
42	0.1135398351
43	0.1125144709
44	0.1113957077
45	0.1102225244
46	0.1086734246
47	0.1073605542
48	0.1061127608
49	0.1051121864
50	0.1039077836
51	0.1025707091
52	0.1018695569
53	0.1008576815
54	0.09973656959
55	0.09855174521
56	0.09766942625
57	0.0966704736
58	0.09544670952
59	0.09465199238
60	0.09374770644
61	0.09246517353
62	0.09136004393
63	0.0902972773
64	0.08950394924
65	0.08879728528
66	0.08780942489
67	0.08684683836
68	0.0861558726
69	0.08539515689
70	0.08466613761
71	0.08409658193
72	0.08344059775
73	0.08295952304
74	0.08232939285
75	0.08167994596
76	0.08100228434
77	0.08019613432
78	0.07972601746
79	0.07897453065
80	0.07820336515
81	0.07742146058
82	0.07673436954
83	0.07628405292
84	0.07565957737
85	0.0749949123
86	0.07439404734
87	0.07393832501
88	0.07359810979
89	0.07294947165
90	0.07250158073
91	0.07186033532
92	0.07141031791
93	0.07084422746
94	0.07029913759
95	0.07003744302
96	0.06965040117
97	0.06917476566
98	0.06862532451
99	0.06810570413
100	0.06748151284
101	0.06718168892
102	0.0666877058
103	0.06609809084
104	0.06562619414
105	0.06522847678
106	0.0647046541
107	0.0641503151
108	0.06370607931
109	0.06330304441
110	0.06277294679
111	0.06230497646
112	0.0619504593
113	0.06155314424
114	0.06111380286
115	0.06069228931
116	0.06031860069
117	0.05995961388
118	0.05951429031
119	0.059269722
120	0.05886790933
121	0.05857102912
122	0.05830335241
123	0.05794484493
124	0.05749040238
125	0.05711695803
126	0.05673486564
127	0.05639099471
128	0.05585282212
129	0.0555090554
130	0.05504694857
131	0.05461267101
132	0.05430900814
133	0.05386126957
134	0.05348317505
135	0.05327450217
136	0.05294157151
137	0.0526475331
138	0.05244191077
139	0.0520768789
140	0.05177166536
141	0.05148459291
142	0.0512046446
143	0.05096409335
144	0.05073798239
145	0.05049014176
146	0.05024083757
147	0.04976017549
148	0.04942261349
149	0.04919628777
150	0.048921822
151	0.04873120458
152	0.04846115827
153	0.04818531567
154	0.0478266258
155	0.04753301699
156	0.04727910073
157	0.0470109947
158	0.04674394969
159	0.04640776046
160	0.04619587213
161	0.04592904313
162	0.0457134501
163	0.04541121308
164	0.04521584752
165	0.04500565947
166	0.044761147
167	0.04460777922
168	0.04424408695
169	0.04405982071
170	0.04380028903
171	0.04347275538
172	0.04316230654
173	0.04285876492
174	0.04252735953
175	0.04232255129
176	0.04209480709
177	0.04189781546
178	0.04164753714
179	0.04140688814
180	0.04119651234
181	0.04099667039
182	0.04068365714
183	0.04040841472
184	0.04014895319
185	0.03984407197
186	0.03969470126
187	0.03959729219
188	0.03938723753
189	0.03914803142
190	0.03897132431
191	0.03883253635
192	0.0386883702
193	0.03851770032
194	0.03833064798
195	0.03813184531
196	0.03786383095
197	0.03768899654
198	0.03753031674
199	0.03724251144
200	0.03714003603
201	0.03699291735
202	0.03682775707
203	0.03665549348
204	0.03641999822
205	0.03618814348
206	0.03610800315
207	0.03593181168
208	0.0357372313
209	0.0355448143
210	0.0354515568
211	0.03530154426
212	0.03517917209
213	0.03496140481
214	0.03480130157
215	0.03461405794
216	0.03446187646
217	0.03434846945
218	0.03418004543
219	0.0340051448
220	0.03389007142
221	0.03366584652
222	0.03349728731
223	0.03336730863
224	0.03325198524
225	0.03306479646
226	0.03282412842
227	0.03266607034
228	0.03243840201
229	0.0322990122
230	0.03210161235
231	0.031890202
232	0.03173070251
233	0.03158326341
234	0.03141392763
235	0.03122504317
236	0.03096543404
237	0.03083641342
238	0.0307217594
239	0.03057445089
240	0.03047852234
241	0.03032599159
242	0.03023870001
243	0.03003171367
244	0.02989356493
245	0.02969759149
246	0.02956764876
247	0.02940490879
248	0.02927845904
249	0.02921911282
250	0.02909678279
251	0.02897215847
252	0.02874766613
253	0.02854483861
254	0.02844896261
255	0.02828511455
256	0.02815033033
257	0.02800553778
258	0.02780425275
259	0.027733002
260	0.02755651122
261	0.02741886243
262	0.02733040661
263	0.02726487227
264	0.02709738561
265	0.02698378931
266	0.02680142479
267	0.02655695596
268	0.02643330516
269	0.0263627978
270	0.02622898987
271	0.02614703113
272	0.02603714393
273	0.02583610519
274	0.02568237559
275	0.02554261587
276	0.02538132035
277	0.02530158108
278	0.02516568245
279	0.02509558468
280	0.02500156293
281	0.0248733462
282	0.02478411328
283	0.02459458809
284	0.02447783636
285	0.02439265095
286	0.02426496067
287	0.02414567678
288	0.02401332666
289	0.02390559096
290	0.02376731675
291	0.02361841946
292	0.02354536834
293	0.02347273042
294	0.02339935056
295	0.02330636344
296	0.02315571324
297	0.02306647311
298	0.02294686151
299	0.02290597827
300	0.0228191852
301	0.02271902149
302	0.0226319114
303	0.02248232718
304	0.02239569826
305	0.0223084153
306	0.02215422508
307	0.02203057902
308	0.02192319921
309	0.02183404652
310	0.02171943443
311	0.02160254703
312	0.02147956173
313	0.02134064383
314	0.02128532844
315	0.02119811451
316	0.0211018879
317	0.02103277801
318	0.02093984171
319	0.02087626286
320	0.02077233058
321	0.02071295211
322	0.02058557662
323	0.02052000932
324	0.02044362929
325	0.02032262878
326	0.0202448283
327	0.02014325728
328	0.02008731591
329	0.01995209409
330	0.01989354897
331	0.01982383932
332	0.01971783899
333	0.01962949503
334	0.01951525167
335	0.01942926294
336	0.01932648501
337	0.01921699851
338	0.01910462808
339	0.0190348268
340	0.01896395713
341	0.01892819175
342	0.01884868816
343	0.01870120766
344	0.01864059457
345	0.01855943211
346	0.01850274715
347	0.01838251056
348	0.01826690132
349	0.0181880485
350	0.01815418445
351	0.01807601788
352	0.01796258016
353	0.01789232521
354	0.017805617
355	0.01769660803
356	0.01762158756
357	0.01755797236
358	0.01749926587
359	0.01743482881
360	0.01731634317
361	0.01722504483
362	0.01719519121
363	0.01714185193
364	0.01707939619
365	0.016947243
366	0.01681877622
367	0.01674606452
368	0.01663729843
369	0.01659734019
370	0.01654299694
371	0.01648515642
372	0.0164106188
373	0.01638367376
374	0.01632476798
375	0.01628030072
376	0.01618725496
377	0.01609117751
378	0.01601692268
379	0.01593762741
380	0.01588483325
381	0.01584505067
382	0.01579480192
383	0.01574642685
384	0.01566779506
385	0.01559462487
386	0.01552647733
387	0.01543838609
388	0.01541826616
389	0.01534312261
390	0.0152765555
391	0.01524145442
392	0.01517754146
393	0.01510605069
394	0.01504791975
395	0.01497905549
396	0.01490689106
397	0.01484113165
398	0.01475479378
399	0.01470278079
400	0.01468019997
401	0.01464537321
402	0.01462715963
403	0.01459539868
404	0.01450812146
405	0.01441657689
406	0.01435569509
407	0.01427110851
408	0.01417762443
409	0.01415041021
410	0.01411225161
411	0.01407594276
412	0.01404246394
413	0.01399032214
414	0.01390531648
415	0.01380742008
416	0.0137704168
417	0.01373808269
418	0.01364898865
419	0.01356614309
420	0.01349186631
421	0.01346516564
422	0.01342876524
423	0.01335879108
424	0.01333197454
425	0.01329241057
426	0.01323541232
427	0.01316851775
428	0.01311973579
429	0.01303690818
430	0.01296131102
431	0.01291227771
432	0.01284763238
433	0.01278429334
434	0.01272028543
435	0.01264318181
436	0.01258451464
437	0.01253019832
438	0.01245813952
439	0.01243474645
440	0.01241961951
441	0.01236021039
442	0.01231437234
443	0.01225188942
444	0.01223706332
445	0.01220349273
446	0.01214158518
447	0.01207359769
448	0.01205612146
449	0.01201514217
450	0.01199867122
451	0.01192196798
452	0.01188281162
453	0.01184286825
454	0.0117683526
455	0.01175518649
456	0.01171017474
457	0.01168423859
458	0.01166948122
459	0.01165695898
460	0.01163152417
461	0.01159520024
462	0.01157135759
463	0.01153782761
464	0.0114854896
465	0.01140917142
466	0.01139468426
467	0.0113597752
468	0.01133611007
469	0.01129221736
470	0.0112836557
471	0.01124648892
472	0.01120049943
473	0.01116255307
474	0.0111112544
475	0.01104226271
476	0.01102780434
477	0.01101235084
478	0.01095987438
479	0.01090014107
480	0.01088273728
481	0.01082018077
482	0.01076500182
483	0.010716429
484	0.01068637429
485	0.01062376206
486	0.01060204459
487	0.01056744222
488	0.01055390688
489	0.01051950233
490	0.01047401991
491	0.01041962744
492	0.01038039085
493	0.0103684477
494	0.01032900665
495	0.01030207651
496	0.01027030702
497	0.01021192111
498	0.01019319615
499	0.01014980952
500	0.01009639594
501	0.0100792427
502	0.0100489122
503	0.009985183957
504	0.009944709945
505	0.009910261923
506	0.009880954226
507	0.009834853331
508	0.009820412917
509	0.009762334571
510	0.009727727374
511	0.009690842814
512	0.009659843384
513	0.009644712597
